0,10300,长江干流,60111300,螺山,1744106400000,6,19.08
0,10300,长江干流,60111300,螺山,1744110000000,5,19.09
0,10300,长江干流,60111300,螺山,1744113600000,6,19.09
0,10400,长江干流,60111300,螺山,1744117200000,6,19.09
0,10400,长江干流,60111300,螺山,1744120800000,6,19.09
0,10400,长江干流,60111300,螺山,1744124400000,5,19.1
0,10400,长江干流,60111300,螺山,1744128000000,6,19.1
0,10400,长江干流,60111300,螺山,1744131600000,5,19.11
0,10500,长江干流,60111300,螺山,1744135200000,5,19.12
0,10500,长江干流,60111300,螺山,1744138800000,6,19.12
0,10500,长江干流,60111300,螺山,1744142400000,6,19.12
0,10500,长江干流,60111300,螺山,1744146000000,5,19.13
0,10600,长江干流,60111300,螺山,1744149600000,6,19.13
0,10600,长江干流,60111300,螺山,1744153200000,5,19.14
0,10600,长江干流,60111300,螺山,1744160400000,6,19.15
0,10600,长江干流,60111300,螺山,1744164000000,5,19.16
0,10700,长江干流,60111300,螺山,1744167600000,5,19.17
0,10700,长江干流,60111300,螺山,1744171200000,5,19.18
0,10700,长江干流,60111300,螺山,1744174800000,6,19.18
0,10700,长江干流,60111300,螺山,1744178400000,5,19.19
0,10700,长江干流,60111300,螺山,1744182000000,5,19.2
0,10800,长江干流,60111300,螺山,1744185600000,6,19.2
0,10800,长江干流,60111300,螺山,1744189200000,5,19.21
0,10800,长江干流,60111300,螺山,1744192800000,6,19.21
0,10800,长江干流,60111300,螺山,1744196400000,5,19.23
0,10800,长江干流,60111300,螺山,1744200000000,5,19.24
0,10800,长江干流,60111300,螺山,1744203600000,6,19.24
0,10800,长江干流,60111300,螺山,1744207200000,5,19.25
0,10900,长江干流,60111300,螺山,1744210800000,5,19.26
0,10900,长江干流,60111300,螺山,1744214400000,5,19.27
0,10900,长江干流,60111300,螺山,1744218000000,6,19.27
0,10900,长江干流,60111300,螺山,1744221600000,5,19.28
0,10900,长江干流,60111300,螺山,1744225200000,5,19.29
0,11000,长江干流,60111300,螺山,1744228800000,6,19.29
0,10900,长江干流,60111300,螺山,1744232400000,5,19.31
0,10900,长江干流,60111300,螺山,1744236000000,5,19.32
0,11000,长江干流,60111300,螺山,1744239600000,6,19.32
0,11000,长江干流,60111300,螺山,1744246800000,5,19.33
0,11100,长江干流,60111300,螺山,1744250400000,5,19.34
0,11100,长江干流,60111300,螺山,1744254000000,5,19.35
0,11100,长江干流,60111300,螺山,1744257600000,5,19.36
0,11100,长江干流,60111300,螺山,1744261200000,6,19.36
0,11100,长江干流,60111300,螺山,1744264800000,5,19.38
0,11100,长江干流,60111300,螺山,1744268400000,6,19.38
0,11100,长江干流,60111300,螺山,1744272000000,5,19.39
0,11100,长江干流,60111300,螺山,1744275600000,5,19.4
0,11100,长江干流,60111300,螺山,1744279200000,5,19.41
0,11100,长江干流,60111300,螺山,1744282800000,5,19.42
0,11200,长江干流,60111300,螺山,1744286400000,6,19.42
0,11200,长江干流,60111300,螺山,1744290000000,5,19.43
0,11200,长江干流,60111300,螺山,1744293600000,6,19.43
0,11200,长江干流,60111300,螺山,1744297200000,5,19.44
0,11200,长江干流,60111300,螺山,1744300800000,5,19.45
0,11200,长江干流,60111300,螺山,1744304400000,6,19.45
0,11200,长江干流,60111300,螺山,1744308000000,5,19.46
0,11300,长江干流,60111300,螺山,1744311600000,6,19.46
0,11300,长江干流,60111300,螺山,1744315200000,5,19.47
0,11300,长江干流,60111300,螺山,1744318800000,5,19.48
0,11300,长江干流,60111300,螺山,1744322400000,5,19.49
0,11300,长江干流,60111300,螺山,1744326000000,6,19.49
0,11300,长江干流,60111300,螺山,1744333200000,6,19.5
0,11300,长江干流,60111300,螺山,1744336800000,5,19.51
0,11300,长江干流,60111300,螺山,1744340400000,5,19.52
0,11300,长江干流,60111300,螺山,1744344000000,5,19.53
0,11300,长江干流,60111300,螺山,1744347600000,6,19.53
0,11400,长江干流,60111300,螺山,1744351200000,6,19.53
0,11400,长江干流,60111300,螺山,1744354800000,5,19.55
0,11400,长江干流,60111300,螺山,1744358400000,5,19.56
0,11400,长江干流,60111300,螺山,1744362000000,5,19.57
0,11400,长江干流,60111300,螺山,1744365600000,6,19.57
0,11400,长江干流,60111300,螺山,1744369200000,5,19.6
0,11400,长江干流,60111300,螺山,1744372800000,5,19.61
0,11400,长江干流,60111300,螺山,1744376400000,6,19.61
0,11500,长江干流,60111300,螺山,1744380000000,6,19.61
0,11500,长江干流,60111300,螺山,1744383600000,4,19.6
0,11500,长江干流,60111300,螺山,1744387200000,4,19.59
0,11500,长江干流,60111300,螺山,1744390800000,5,19.6
0,11400,长江干流,60111300,螺山,1744394400000,5,19.61
0,11400,长江干流,60111300,螺山,1744398000000,6,19.61
0,11400,长江干流,60111300,螺山,1744401600000,5,19.62
0,11400,长江干流,60111300,螺山,1744405200000,5,19.63
0,11400,长江干流,60111300,螺山,1744408800000,5,19.65
0,11500,长江干流,60111300,螺山,1744412400000,5,19.66
0,11500,长江干流,60111300,螺山,1744419600000,6,19.66
0,11500,长江干流,60111300,螺山,1744423200000,6,19.66
0,11500,长江干流,60111300,螺山,1744426800000,4,19.65
0,11500,长江干流,60111300,螺山,1744430400000,4,19.63
0,11600,长江干流,60111300,螺山,1744434000000,5,19.64
0,11600,长江干流,60111300,螺山,1744437600000,5,19.65
0,11600,长江干流,60111300,螺山,1744441200000,6,19.65
0,11600,长江干流,60111300,螺山,1744444800000,5,19.66
0,11600,长江干流,60111300,螺山,1744448400000,6,19.66
0,11600,长江干流,60111300,螺山,1744452000000,5,19.68
0,11600,长江干流,60111300,螺山,1744455600000,5,19.7
0,11700,长江干流,60111300,螺山,1744459200000,5,19.71
0,11700,长江干流,60111300,螺山,1744462800000,5,19.73
0,11800,长江干流,60111300,螺山,1744466400000,5,19.75
0,11900,长江干流,60111300,螺山,1744470000000,5,19.77
0,11900,长江干流,60111300,螺山,1744473600000,5,19.79
0,12000,长江干流,60111300,螺山,1744477200000,5,19.8
0,12000,长江干流,60111300,螺山,1744480800000,5,19.82
0,12100,长江干流,60111300,螺山,1744484400000,5,19.83
0,12100,长江干流,60111300,螺山,1744488000000,5,19.84
0,12100,长江干流,60111300,螺山,1744491600000,5,19.85
0,12100,长江干流,60111300,螺山,1744495200000,5,19.87
0,12200,长江干流,60111300,螺山,1744498800000,5,19.88
0,12200,长江干流,60111300,螺山,1744506000000,5,19.9
0,12200,长江干流,60111300,螺山,1744513200000,5,19.92
0,12200,长江干流,60111300,螺山,1744516800000,5,19.93
0,12200,长江干流,60111300,螺山,1744520400000,6,19.93
0,12300,长江干流,60111300,螺山,1744524000000,5,19.94
0,12300,长江干流,60111300,螺山,1744527600000,5,19.95
0,12300,长江干流,60111300,螺山,1744531200000,5,19.96
0,12300,长江干流,60111300,螺山,1744534800000,5,19.97
0,12300,长江干流,60111300,螺山,1744538400000,5,19.98
0,12300,长江干流,60111300,螺山,1744542000000,5,20
0,12300,长江干流,60111300,螺山,1744545600000,5,20.01
0,12300,长江干流,60111300,螺山,1744549200000,5,20.02
0,12400,长江干流,60111300,螺山,1744552800000,5,20.03
0,12400,长江干流,60111300,螺山,1744556400000,6,20.03
0,12400,长江干流,60111300,螺山,1744560000000,5,20.05
0,12400,长江干流,60111300,螺山,1744563600000,5,20.06
0,12500,长江干流,60111300,螺山,1744567200000,5,20.07
0,12500,长江干流,60111300,螺山,1744570800000,5,20.08
0,12500,长江干流,60111300,螺山,1744574400000,5,20.1
0,12600,长江干流,60111300,螺山,1744578000000,5,20.11
0,12600,长江干流,60111300,螺山,1744581600000,6,20.11
0,12600,长江干流,60111300,螺山,1744585200000,5,20.13
0,12700,长江干流,60111300,螺山,1744592400000,6,20.14
0,12700,长江干流,60111300,螺山,1744596000000,5,20.15
0,12700,长江干流,60111300,螺山,1744599600000,5,20.16
0,12700,长江干流,60111300,螺山,1744603200000,5,20.17
0,12700,长江干流,60111300,螺山,1744606800000,5,20.18
0,12700,长江干流,60111300,螺山,1744610400000,6,20.18
0,12800,长江干流,60111300,螺山,1744614000000,6,20.18
0,12800,长江干流,60111300,螺山,1744617600000,5,20.19
0,12700,长江干流,60111300,螺山,1744621200000,5,20.2
0,12800,长江干流,60111300,螺山,1744624800000,6,20.2
0,12700,长江干流,60111300,螺山,1744628400000,5,20.22
0,12700,长江干流,60111300,螺山,1744632000000,6,20.22
0,12700,长江干流,60111300,螺山,1744635600000,5,20.23
0,12700,长江干流,60111300,螺山,1744639200000,6,20.23
0,12700,长江干流,60111300,螺山,1744642800000,5,20.24
0,12700,长江干流,60111300,螺山,1744646400000,6,20.24
0,12700,长江干流,60111300,螺山,1744650000000,5,20.25
0,12700,长江干流,60111300,螺山,1744653600000,6,20.25
0,12700,长江干流,60111300,螺山,1744657200000,5,20.26
0,12700,长江干流,60111300,螺山,1744660800000,6,20.26
0,12700,长江干流,60111300,螺山,1744664400000,5,20.27
0,12700,长江干流,60111300,螺山,1744668000000,6,20.27
0,12700,长江干流,60111300,螺山,1744671600000,6,20.27
0,12700,长江干流,60111300,螺山,1744678800000,6,20.28
0,12600,长江干流,60111300,螺山,1744682400000,5,20.29
0,12700,长江干流,60111300,螺山,1744686000000,6,20.29
0,12700,长江干流,60111300,螺山,1744689600000,6,20.29
0,12600,长江干流,60111300,螺山,1744693200000,5,20.3
0,12600,长江干流,60111300,螺山,1744696800000,6,20.3
0,12600,长江干流,60111300,螺山,1744700400000,6,20.3
0,12600,长江干流,60111300,螺山,1744704000000,4,20.29
0,12600,长江干流,60111300,螺山,1744707600000,5,20.3
0,12600,长江干流,60111300,螺山,1744711200000,4,20.29
0,12600,长江干流,60111300,螺山,1744714800000,6,20.29
0,12600,长江干流,60111300,螺山,1744718400000,6,20.29
0,12600,长江干流,60111300,螺山,1744722000000,6,20.29
0,12600,长江干流,60111300,螺山,1744725600000,6,20.29
0,12600,长江干流,60111300,螺山,1744729200000,4,20.28
0,12500,长江干流,60111300,螺山,1744732800000,5,20.29
0,12500,长江干流,60111300,螺山,1744736400000,4,20.28
0,12500,长江干流,60111300,螺山,1744740000000,6,20.28
0,12400,长江干流,60111300,螺山,1744743600000,4,20.27
0,12400,长江干流,60111300,螺山,1744747200000,4,20.26
0,12400,长江干流,60111300,螺山,1744750800000,6,20.26
0,12400,长江干流,60111300,螺山,1744754400000,4,20.24
0,12300,长江干流,60111300,螺山,1744758000000,6,20.24
0,12200,长江干流,60111300,螺山,1744765200000,6,20.23
0,12200,长江干流,60111300,螺山,1744768800000,4,20.22
0,12100,长江干流,60111300,螺山,1744772400000,6,20.22
0,12100,长江干流,60111300,螺山,1744776000000,4,20.21
0,12100,长江干流,60111300,螺山,1744779600000,4,20.2
0,12100,长江干流,60111300,螺山,1744783200000,4,20.19
0,12000,长江干流,60111300,螺山,1744786800000,6,20.19
0,12000,长江干流,60111300,螺山,1744790400000,4,20.17
0,12000,长江干流,60111300,螺山,1744794000000,6,20.17
0,11900,长江干流,60111300,螺山,1744797600000,4,20.16
0,11500,长江干流,60111300,螺山,1744851600000,4,19.99
0,11500,长江干流,60111300,螺山,1744855200000,4,19.97
0,11500,长江干流,60111300,螺山,1744858800000,6,19.97
0,11400,长江干流,60111300,螺山,1744866000000,4,19.95
0,11300,长江干流,60111300,螺山,1744869600000,6,19.95
0,11400,长江干流,60111300,螺山,1744873200000,4,19.92
0,11300,长江干流,60111300,螺山,1744876800000,6,19.92
0,11300,长江干流,60111300,螺山,1744880400000,4,19.9
0,11300,长江干流,60111300,螺山,1744884000000,6,19.9
0,11300,长江干流,60111300,螺山,1744887600000,4,19.89
0,11300,长江干流,60111300,螺山,1744891200000,4,19.87
0,11300,长江干流,60111300,螺山,1744894800000,4,19.86
0,11300,长江干流,60111300,螺山,1744898400000,4,19.84
0,11200,长江干流,60111300,螺山,1744902000000,4,19.83
0,11200,长江干流,60111300,螺山,1744905600000,4,19.82
0,11200,长江干流,60111300,螺山,1744909200000,4,19.81
0,11200,长江干流,60111300,螺山,1744912800000,4,19.79
0,11200,长江干流,60111300,螺山,1744916400000,4,19.78
0,11200,长江干流,60111300,螺山,1744920000000,4,19.76
0,11100,长江干流,60111300,螺山,1744923600000,4,19.75
0,11000,长江干流,60111300,螺山,1744927200000,4,19.74
0,11000,长江干流,60111300,螺山,1744930800000,4,19.73
0,11000,长江干流,60111300,螺山,1744938000000,4,19.7
0,10900,长江干流,60111300,螺山,1744941600000,4,19.69
0,10900,长江干流,60111300,螺山,1744945200000,4,19.68
0,10900,长江干流,60111300,螺山,1744948800000,4,19.67
0,10900,长江干流,60111300,螺山,1744952400000,4,19.66
0,10800,长江干流,60111300,螺山,1744956000000,4,19.65
0,10800,长江干流,60111300,螺山,1744959600000,4,19.64
0,10800,长江干流,60111300,螺山,1744963200000,4,19.62
0,10800,长江干流,60111300,螺山,1744966800000,4,19.61
0,10800,长江干流,60111300,螺山,1744970400000,6,19.61
